product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,device_type,location
Gift Card,Rs. 500 E-Gift Card,Shoppers Stop,7168.56,45.76,56.89,950,Bank Transfer,Successful,Android,Suburban
Taxi Fare,Outstation Trip,Jugnoo,5850.75,11.96,84.54,573,UPI,Successful,Android,Urban
Insurance Premium,Home Insurance,HDFC Life,5642.11,17.67,43.48,959,Wallet Balance,Successful,Android,Urban
Online Shopping,Fitness Tracker,Myntra,9577.87,30.28,59.71,822,Bank Transfer,Successful,Android,Urban
Taxi Fare,Outstation Trip,Rapido,9131.22,33.86,55.38,210,UPI,Successful,Android,Urban
Rent Payment,Commercial Space Rent,NoBroker,9328.65,47.58,14.82,5,UPI,Successful,Android,Urban
Insurance Premium,Home Insurance,Max Life,4644.83,27.76,49.34,161,Debit Card,Successful,Android,Urban
Grocery Shopping,Whole Wheat Atta,Nature's Basket,8662.28,48.33,98.62,970,Credit Card,Successful,Android,Urban
Loan Repayment,Car Loan Installment,SBI,4702.82,28.79,49.54,158,UPI,Successful,Android,Urban
Movie Ticket,3 Idiots,INOX,343.47,33.66,89.33,921,UPI,Successful,iOS,Urban
Flight Booking,Chennai to Hyderabad,Yatra,7040.5,35.44,53.85,814,Debit Card,Successful,Android,Urban
Food Delivery,Butter Chicken,Foodpanda,9114.72,38.75,81.01,486,Credit Card,Successful,Android,Rural
Online Shopping,Laptop Backpack,Flipkart,5302.39,12.21,55.71,630,Credit Card,Successful,Android,Urban
Online Shopping,Laptop Backpack,Flipkart,1202.84,30.21,33.09,240,Debit Card,Successful,iOS,Urban
Water Bill,Commercial Property,Hyderabad Water Board,6824.91,27.56,44.91,374,UPI,Successful,Android,Urban
Food Delivery,Vegetable Biryani,Swiggy,5085.66,20.85,35.28,239,UPI,Successful,iOS,Suburban
Electricity Bill,Commercial Bill,MSEDCL,5472.9,15.89,79.4,135,Bank Transfer,Successful,Web,Urban
Movie Ticket,3 Idiots,Carnival Cinemas,4266.59,10.65,65.56,292,Bank Transfer,Successful,iOS,Suburban
Grocery Shopping,Dairy Milk Chocolate,Nature's Basket,9784.35,44.31,80.97,995,Debit Card,Successful,Android,Urban
Gaming Credits,500 Gems Pack,Roblox,312.47,9.95,80.85,207,Credit Card,Successful,Android,Urban
Water Bill,Borewell Charges,Bangalore Water Supply,4997.84,20.95,33.48,315,UPI,Successful,Android,Suburban
Hotel Booking,Service Apartment,MakeMyTrip,9004.77,37.09,10.07,33,Debit Card,Successful,iOS,Urban
Grocery Shopping,Basmati Rice,BigBasket,8850.1,7.95,57.25,37,Credit Card,Successful,iOS,Urban
Insurance Premium,Motor Insurance,SBI Life,1534.89,47.72,40.43,392,UPI,Successful,iOS,Urban
Rent Payment,Commercial Space Rent,NoBroker,1304.49,2.64,94.61,476,Credit Card,Successful,Android,Urban
Streaming Service,Standard Plan,Netflix,2835.39,29.67,93.92,267,Wallet Balance,Successful,iOS,Urban
Loan Repayment,Education Loan EMI,Bajaj Finserv,4964.81,37.7,77.32,866,Debit Card,Successful,Android,Suburban
Electricity Bill,Temporary Connection Bill,Reliance Energy,6069.19,43.91,86.68,644,UPI,Successful,Android,Rural
Education Fee,IELTS Training,BYJU'S,8361.01,12.79,88.29,882,UPI,Successful,iOS,Suburban
Grocery Shopping,Basmati Rice,Flipkart Supermart,2917.16,21.06,47.12,51,Wallet Balance,Successful,Android,Urban
Gift Card,Rs. 500 E-Gift Card,Lifestyle,2399.04,49.19,75.91,449,Debit Card,Successful,Android,Urban
Online Shopping,Laptop Backpack,Snapdeal,4548.62,14.48,68.4,389,Wallet Balance,Successful,Android,Urban
Gas Bill,Auto LPG,Gujarat Gas,1418.95,38.4,71.89,919,Debit Card,Successful,Web,Urban
Mobile Recharge,Data Pack 50GB,Airtel,3916.51,24.64,15.75,914,UPI,Successful,iOS,Urban
Education Fee,Python Programming Course,Vedantu,8875.76,14.42,40.88,980,UPI,Successful,Android,Urban
Gaming Credits,Premium Skin,Roblox,4826.13,26.71,28.54,781,Credit Card,Successful,Android,Suburban
Electricity Bill,Commercial Bill,CESC,7362.39,6.21,47.8,987,Bank Transfer,Successful,Web,Urban
Mobile Recharge,Data Pack 50GB,Airtel,4369.49,9.56,4.01,159,UPI,Successful,Android,Urban
Mobile Recharge,Prepaid Plan 399,Jio,702.82,8.89,75.06,454,Bank Transfer,Successful,Android,Urban
Education Fee,MBA Entrance Prep,BYJU'S,4497.36,40.75,86.54,538,Credit Card,Successful,Android,Rural
Electricity Bill,Commercial Bill,BSES,9899.56,37.15,37.94,229,Debit Card,Successful,Android,Urban
Internet Bill,Business Internet Plan,Hathway,3527.64,29.67,20.34,87,Credit Card,Successful,iOS,Urban
Water Bill,Borewell Charges,Delhi Jal Board,71.77,30.44,63.73,166,Bank Transfer,Successful,Android,Urban
Gaming Credits,Battle Pass,Roblox,2623.87,18.37,83.05,642,Wallet Balance,Successful,Web,Urban
Movie Ticket,Dangal,PVR Cinemas,349.83,49.65,77.29,441,UPI,Successful,Android,Urban
Education Fee,MBA Entrance Prep,Coursera,320.0,29.52,7.91,893,Bank Transfer,Failed,Web,Suburban
Bus Ticket,AC Seater,Goibibo,5825.81,47.05,62.58,35,Debit Card,Successful,iOS,Urban
Hotel Booking,Villa,Fab Hotels,1469.24,30.34,5.1,979,Wallet Balance,Successful,iOS,Urban
Internet Bill,Business Internet Plan,ACT Fibernet,8452.54,39.51,90.41,665,Wallet Balance,Successful,Android,Urban
Rent Payment,PG Accommodation,Airbnb,4957.49,24.58,18.58,936,Credit Card,Successful,Android,Urban
Education Fee,MBA Entrance Prep,BYJU'S,4236.36,43.94,87.93,266,UPI,Successful,Android,Urban
Bus Ticket,AC Seater,Goibibo,2011.67,32.64,31.8,270,Wallet Balance,Successful,Android,Urban
Taxi Fare,Outstation Trip,Rapido,8865.3,45.9,6.68,827,Credit Card,Successful,Android,Suburban
Food Delivery,Chilli Paneer,Zomato,1895.17,26.71,26.15,917,UPI,Successful,Android,Urban
Education Fee,Python Programming Course,Vedantu,1305.07,1.95,56.13,832,Bank Transfer,Successful,Android,Rural
Loan Repayment,Home Loan EMI,SBI,1756.33,2.09,10.58,307,Wallet Balance,Failed,Android,Rural
Electricity Bill,Industrial Bill,MSEDCL,5362.24,35.58,93.98,645,Wallet Balance,Successful,Android,Urban
Grocery Shopping,Whole Wheat Atta,Grofers,7729.84,38.04,56.35,664,Bank Transfer,Successful,iOS,Rural
Grocery Shopping,Dairy Milk Chocolate,Flipkart Supermart,6058.98,6.07,15.21,603,Wallet Balance,Successful,Android,Rural
Gaming Credits,Premium Skin,Roblox,4929.78,8.44,2.0,168,Bank Transfer,Successful,iOS,Urban
Streaming Service,Standard Plan,Netflix,3936.46,0.16,81.85,58,Bank Transfer,Successful,Android,Suburban
Education Fee,IELTS Training,Udemy,754.99,25.02,78.38,561,UPI,Successful,Android,Urban
Water Bill,Residential Connection,Delhi Jal Board,5087.44,10.4,39.37,214,UPI,Successful,Android,Suburban
Internet Bill,Broadband 50Mbps Plan,BSNL Broadband,5905.46,35.06,9.87,91,Bank Transfer,Successful,Android,Urban
Food Delivery,Masala Dosa,Swiggy,4864.84,20.4,8.02,71,UPI,Successful,Android,Urban
Gaming Credits,Battle Pass,Roblox,7862.57,26.89,20.25,983,UPI,Successful,Android,Urban
Water Bill,Residential Connection,Chennai Metro Water,4229.03,1.85,94.73,307,UPI,Successful,Android,Urban
Insurance Premium,Motor Insurance,HDFC Life,6735.32,35.33,95.07,529,Credit Card,Successful,iOS,Urban
Mobile Recharge,Data Pack 50GB,Idea,2840.54,9.19,32.55,670,Debit Card,Successful,Android,Urban
Rent Payment,Co-working Space,Airbnb,5422.26,39.75,67.27,452,Bank Transfer,Successful,iOS,Suburban
Food Delivery,Masala Dosa,Uber Eats,7890.81,48.35,63.78,464,Credit Card,Successful,Android,Suburban
Rent Payment,Commercial Space Rent,OYO Life,2125.4,4.06,64.05,773,Debit Card,Successful,iOS,Rural
Online Shopping,Wireless Earbuds,Flipkart,710.16,41.9,57.17,263,UPI,Successful,Android,Urban
Bus Ticket,Non-AC Seater,MakeMyTrip Bus,5065.77,6.35,82.34,282,Bank Transfer,Successful,Web,Urban
Online Shopping,Laptop Backpack,Amazon,20.28,22.97,31.4,152,Wallet Balance,Successful,Android,Suburban
Streaming Service,Standard Plan,Netflix,8584.06,23.96,70.16,915,UPI,Successful,iOS,Rural
Loan Repayment,Business Loan Repayment,HDFC Bank,428.96,31.21,36.34,299,Wallet Balance,Successful,Android,Urban
Grocery Shopping,Basmati Rice,Nature's Basket,6578.7,45.37,93.35,211,Bank Transfer,Successful,Android,Urban
Education Fee,Digital Marketing Certification,Udemy,3621.14,25.75,87.24,473,Bank Transfer,Successful,Android,Urban
Water Bill,Residential Connection,Mumbai Water,1726.72,15.59,34.99,200,Bank Transfer,Failed,Android,Suburban
Gift Card,Rs. 5000 Luxury Card,Lifestyle,2518.0,12.12,66.79,372,Credit Card,Successful,iOS,Urban
Gift Card,Rs. 250 Coffee Shop Card,Lifestyle,1283.16,17.09,63.11,900,Debit Card,Successful,iOS,Urban
Gaming Credits,Legendary Weapon,PUBG Mobile,2706.27,21.92,48.64,980,Bank Transfer,Successful,iOS,Urban
Movie Ticket,Baahubali 2,SPI Cinemas,8235.6,27.09,64.74,354,Credit Card,Successful,Android,Urban
Bus Ticket,Semi-Sleeper,Paytm Bus,3510.72,23.61,69.87,56,Bank Transfer,Successful,Android,Urban
Education Fee,Data Science Bootcamp,BYJU'S,3324.15,34.46,46.55,884,UPI,Successful,Web,Urban
Gaming Credits,Battle Pass,Minecraft,6547.04,35.46,0.51,317,Credit Card,Successful,Android,Urban
Gaming Credits,1000 Game Coins,Free Fire,3375.23,38.19,6.8,110,UPI,Successful,Android,Urban
Electricity Bill,Agricultural Bill,MSEDCL,1294.12,48.23,33.08,388,Debit Card,Successful,Android,Rural
Flight Booking,Bangalore to Kolkata,Cleartrip,8912.26,18.73,32.74,963,Wallet Balance,Successful,Android,Urban
Hotel Booking,Deluxe Room,Airbnb,3209.38,12.45,90.26,464,Credit Card,Successful,Android,Urban
Internet Bill,4G Unlimited Plan,Hathway,8855.27,11.42,60.41,385,Bank Transfer,Successful,iOS,Rural
Water Bill,Residential Connection,Mumbai Water,1641.28,33.97,69.0,475,Wallet Balance,Successful,Android,Urban
Online Shopping,Fitness Tracker,Flipkart,105.71,46.0,76.33,370,Debit Card,Successful,Android,Urban
Grocery Shopping,Whole Wheat Atta,Grofers,4221.08,2.36,25.76,934,Wallet Balance,Successful,Android,Rural
Water Bill,Commercial Property,Mumbai Water,2295.87,48.15,44.8,343,Credit Card,Successful,Android,Urban
Movie Ticket,3 Idiots,PVR Cinemas,8092.77,27.91,65.25,412,Wallet Balance,Successful,Android,Urban
Water Bill,Industrial Use,Hyderabad Water Board,3452.94,37.03,79.73,562,UPI,Successful,iOS,Urban
Gift Card,Rs. 1000 Shopping Voucher,Flipkart,5727.82,39.99,64.91,238,Debit Card,Successful,Android,Suburban
Gas Bill,Industrial Gas Supply,Adani Gas,4173.36,6.63,51.07,166,UPI,Successful,Android,Rural
Water Bill,Commercial Property,Hyderabad Water Board,7678.28,40.17,65.49,397,Bank Transfer,Successful,Android,Rural
Electricity Bill,Temporary Connection Bill,MSEDCL,3409.37,48.61,43.12,373,Credit Card,Successful,iOS,Urban
Loan Repayment,Home Loan EMI,HDFC Bank,6517.2,1.6,85.02,431,Bank Transfer,Successful,Android,Suburban
Internet Bill,Broadband 50Mbps Plan,Hathway,5616.93,14.81,83.1,387,UPI,Successful,Android,Urban
Rent Payment,Commercial Space Rent,NoBroker,5613.33,17.06,14.77,17,Bank Transfer,Successful,Android,Urban
Movie Ticket,3 Idiots,SPI Cinemas,1917.79,4.55,77.84,303,Debit Card,Successful,Android,Urban
Flight Booking,Delhi to Mumbai,Ixigo,2657.28,13.38,49.13,499,Wallet Balance,Successful,Android,Suburban
Gift Card,Rs. 500 E-Gift Card,Flipkart,2116.06,39.58,72.92,951,Credit Card,Successful,iOS,Suburban
Bus Ticket,AC Seater,Paytm Bus,6089.73,19.86,81.6,67,Wallet Balance,Successful,iOS,Urban
Rent Payment,Commercial Space Rent,Nestaway,6845.55,24.18,52.66,180,Debit Card,Successful,Web,Suburban
Rent Payment,Commercial Space Rent,NoBroker,481.94,3.79,25.49,652,UPI,Failed,Web,Rural
Loan Repayment,Business Loan Repayment,HDFC Bank,2539.47,18.33,55.22,920,Debit Card,Successful,Android,Urban
Insurance Premium,Health Insurance,Max Life,6031.04,18.27,73.92,56,Debit Card,Successful,Android,Urban
Internet Bill,Fiber 100Mbps Plan,Airtel Broadband,6312.8,46.22,67.39,159,UPI,Successful,Android,Rural
Insurance Premium,Motor Insurance,HDFC Life,4615.49,8.86,9.11,699,UPI,Successful,iOS,Suburban
Insurance Premium,Home Insurance,HDFC Life,8598.67,18.46,88.88,555,Wallet Balance,Successful,iOS,Urban
Gas Bill,Piped Natural Gas,Indraprastha Gas,1886.89,19.52,8.11,813,Credit Card,Successful,Android,Suburban
Movie Ticket,Dangal,SPI Cinemas,3584.38,6.31,15.35,148,UPI,Failed,Web,Urban
Mobile Recharge,Family Plan 999,BSNL,5779.57,23.3,10.61,949,Credit Card,Successful,Android,Urban
Grocery Shopping,Basmati Rice,BigBasket,1003.73,32.45,18.35,562,Wallet Balance,Successful,iOS,Urban
Gift Card,Rs. 2000 Gift Voucher,Amazon Pay,4488.29,47.4,88.47,559,Wallet Balance,Successful,iOS,Urban
Mobile Recharge,Data Pack 50GB,Vodafone,1465.47,49.71,64.31,121,Debit Card,Successful,Web,Urban
Streaming Service,Basic Plan,Amazon Prime,4247.97,49.99,14.77,239,Wallet Balance,Successful,Android,Suburban
Gaming Credits,Legendary Weapon,Roblox,6501.5,17.8,89.4,703,Credit Card,Successful,Web,Suburban
Gaming Credits,Battle Pass,Free Fire,3521.03,5.38,20.3,256,Credit Card,Successful,Android,Urban
Water Bill,Residential Connection,Delhi Jal Board,4090.13,32.68,60.43,55,Bank Transfer,Successful,Android,Urban
Movie Ticket,Dangal,INOX,9136.94,32.12,87.95,416,Bank Transfer,Successful,Android,Urban
Movie Ticket,Avengers: Endgame,PVR Cinemas,3381.68,13.43,40.99,822,Bank Transfer,Successful,Android,Urban
Gaming Credits,Battle Pass,Roblox,7962.41,18.12,9.42,760,Debit Card,Successful,iOS,Rural
Gaming Credits,Legendary Weapon,Roblox,5986.04,44.2,25.28,299,UPI,Successful,Android,Urban
Gift Card,Rs. 5000 Luxury Card,Shoppers Stop,9566.31,31.18,96.7,235,Debit Card,Successful,Android,Suburban
Hotel Booking,Dormitory Bed,MakeMyTrip,5783.29,36.46,50.25,61,Bank Transfer,Successful,Android,Urban
Flight Booking,Chennai to Hyderabad,Ixigo,2914.11,27.06,66.78,909,Credit Card,Successful,Android,Suburban
Movie Ticket,PK,Carnival Cinemas,3709.92,19.17,57.26,169,Credit Card,Successful,iOS,Urban
Insurance Premium,Travel Insurance,HDFC Life,6841.39,14.93,99.66,558,Credit Card,Successful,iOS,Urban
Streaming Service,Basic Plan,Amazon Prime,3101.99,2.49,17.11,428,Wallet Balance,Successful,Android,Rural
Insurance Premium,Travel Insurance,Max Life,3752.87,16.42,31.88,450,Wallet Balance,Failed,Android,Urban
Taxi Fare,Rental Package,Ola,8759.44,5.93,79.1,694,Bank Transfer,Successful,iOS,Urban
Food Delivery,Masala Dosa,Swiggy,606.79,43.15,23.14,116,Bank Transfer,Successful,iOS,Urban
Hotel Booking,Deluxe Room,MakeMyTrip,8540.92,22.25,99.12,224,UPI,Successful,iOS,Urban
Flight Booking,Pune to Goa,Yatra,6807.35,2.0,39.33,423,Credit Card,Successful,Android,Urban
Rent Payment,1BHK Apartment Rent,Airbnb,4660.49,48.07,37.89,900,UPI,Successful,iOS,Urban
Insurance Premium,Motor Insurance,LIC,9200.15,16.97,36.31,682,Debit Card,Successful,iOS,Urban
Hotel Booking,Villa,MakeMyTrip,9045.0,42.03,19.69,35,Credit Card,Failed,Android,Urban
Movie Ticket,PK,Cinepolis,1066.66,16.49,78.48,752,Wallet Balance,Successful,iOS,Suburban
Loan Repayment,Car Loan Installment,SBI,1388.35,41.93,0.72,892,Credit Card,Successful,Android,Rural
Insurance Premium,Motor Insurance,SBI Life,8955.68,5.07,3.2,32,Wallet Balance,Successful,Android,Urban
Bus Ticket,AC Seater,MakeMyTrip Bus,2573.06,3.27,6.96,3,Bank Transfer,Successful,iOS,Suburban
Electricity Bill,Industrial Bill,Reliance Energy,5238.49,45.32,85.19,171,Credit Card,Successful,Android,Urban
Gaming Credits,1000 Game Coins,Call of Duty Mobile,9720.15,29.85,66.51,432,Wallet Balance,Successful,iOS,Urban
Insurance Premium,Home Insurance,SBI Life,3843.57,29.47,18.95,425,Credit Card,Successful,Android,Rural
Movie Ticket,Baahubali 2,Cinepolis,7403.13,3.77,41.79,933,Credit Card,Successful,Android,Urban
Movie Ticket,3 Idiots,INOX,3655.99,41.05,27.01,89,Debit Card,Successful,Android,Urban
Education Fee,IELTS Training,BYJU'S,6080.3,43.19,64.04,690,Debit Card,Successful,Android,Urban
Grocery Shopping,Dairy Milk Chocolate,Flipkart Supermart,9186.24,42.84,39.75,980,Credit Card,Successful,iOS,Urban
Mobile Recharge,Postpaid Plan 599,BSNL,2747.62,19.78,25.91,426,Debit Card,Successful,Android,Urban
Streaming Service,Family Subscription,Hotstar,2594.17,13.2,72.74,45,UPI,Successful,Android,Urban
Education Fee,Python Programming Course,Vedantu,4950.73,38.9,17.47,53,UPI,Successful,Web,Suburban
Rent Payment,Commercial Space Rent,OYO Life,5954.13,48.03,67.59,132,Credit Card,Successful,Android,Suburban
Bus Ticket,Non-AC Seater,Paytm Bus,2604.51,42.8,86.46,999,Wallet Balance,Successful,Android,Urban
Insurance Premium,Home Insurance,LIC,5763.35,49.66,16.68,236,Credit Card,Successful,Android,Urban
Food Delivery,Butter Chicken,Uber Eats,7935.25,34.54,2.34,25,UPI,Successful,Android,Urban
Hotel Booking,Service Apartment,OYO Rooms,4308.55,49.63,78.83,569,Credit Card,Successful,Android,Urban
Internet Bill,4G Unlimited Plan,Jio Fiber,6155.6,15.79,88.84,151,Wallet Balance,Successful,Web,Urban
Water Bill,Borewell Charges,Mumbai Water,2797.39,43.96,39.86,347,Wallet Balance,Successful,Android,Urban
Loan Repayment,Car Loan Installment,Bajaj Finserv,1981.44,22.05,17.58,605,Wallet Balance,Successful,iOS,Urban
Gas Bill,Industrial Gas Supply,Mahanagar Gas,4507.64,16.12,33.28,404,Bank Transfer,Successful,Android,Suburban
Online Shopping,Fitness Tracker,Myntra,4944.25,19.15,31.02,370,Bank Transfer,Successful,iOS,Urban
Movie Ticket,Dangal,Cinepolis,8569.99,3.8,43.46,2,UPI,Successful,Android,Urban
Gift Card,Rs. 250 Coffee Shop Card,Flipkart,3849.45,12.3,29.33,161,Bank Transfer,Successful,iOS,Rural
Movie Ticket,Avengers: Endgame,PVR Cinemas,9609.02,25.75,89.72,194,Debit Card,Successful,Android,Suburban
Food Delivery,Pizza Margherita,Swiggy,7674.17,0.62,18.31,575,Bank Transfer,Successful,Android,Suburban
Loan Repayment,Business Loan Repayment,Bajaj Finserv,3311.17,39.68,1.92,543,UPI,Successful,Android,Urban
Movie Ticket,Avengers: Endgame,SPI Cinemas,8066.1,23.83,16.28,803,Bank Transfer,Successful,Android,Urban
Rent Payment,2BHK Flat Deposit,NoBroker,7972.29,46.65,90.07,44,UPI,Successful,Android,Rural
Internet Bill,4G Unlimited Plan,BSNL Broadband,6813.15,10.9,69.01,99,Credit Card,Successful,iOS,Urban
Internet Bill,Broadband 50Mbps Plan,BSNL Broadband,7816.63,29.99,18.97,714,Credit Card,Successful,Android,Urban
Grocery Shopping,Whole Wheat Atta,BigBasket,5522.37,33.31,94.94,575,UPI,Successful,Android,Urban
Movie Ticket,Avengers: Endgame,PVR Cinemas,1624.55,5.9,48.67,121,Credit Card,Successful,Android,Urban
Education Fee,MBA Entrance Prep,Unacademy,3884.34,2.33,11.35,227,Wallet Balance,Successful,iOS,Suburban
Bus Ticket,Semi-Sleeper,MakeMyTrip Bus,3630.04,8.59,43.12,738,Bank Transfer,Successful,Android,Suburban
Gas Bill,Commercial Gas Connection,Bharat Gas,1186.89,37.11,33.96,584,UPI,Successful,Android,Urban
Loan Repayment,Car Loan Installment,HDFC Bank,910.24,4.51,82.65,366,Credit Card,Successful,Android,Urban
Gaming Credits,Legendary Weapon,Minecraft,368.27,4.18,72.37,621,Bank Transfer,Successful,iOS,Urban
Mobile Recharge,Prepaid Plan 399,Idea,9034.93,3.43,44.41,466,Wallet Balance,Successful,iOS,Urban
Mobile Recharge,Annual Plan 2999,Airtel,2752.97,38.32,59.21,566,UPI,Successful,iOS,Urban
Gas Bill,Domestic LPG Cylinder,Bharat Gas,6661.8,23.93,89.4,747,UPI,Pending,Android,Urban
Hotel Booking,Service Apartment,Airbnb,9638.15,26.2,2.86,652,Wallet Balance,Successful,Web,Urban
Electricity Bill,Temporary Connection Bill,CESC,5346.85,37.35,20.14,827,Debit Card,Successful,Android,Rural
Insurance Premium,Home Insurance,SBI Life,8600.79,27.04,46.91,947,Bank Transfer,Successful,Web,Rural
Rent Payment,2BHK Flat Deposit,OYO Life,2115.56,17.91,33.07,207,Debit Card,Successful,Android,Urban
Insurance Premium,Home Insurance,LIC,5942.36,7.83,2.09,434,Bank Transfer,Successful,iOS,Urban
Grocery Shopping,Refined Sunflower Oil,Grofers,136.07,16.74,9.74,335,Bank Transfer,Successful,Web,Urban
Movie Ticket,3 Idiots,Cinepolis,8067.4,2.65,93.69,184,Wallet Balance,Successful,Android,Urban
Internet Bill,4G Unlimited Plan,Airtel Broadband,1459.18,15.22,36.48,699,Credit Card,Successful,Android,Suburban
Education Fee,IELTS Training,Coursera,1673.52,14.29,46.25,9,Credit Card,Successful,iOS,Urban
Online Shopping,Wireless Earbuds,Myntra,4244.22,43.32,54.25,744,Bank Transfer,Successful,Android,Rural
Insurance Premium,Travel Insurance,Max Life,9245.7,7.13,59.22,920,Debit Card,Successful,Web,Urban
Electricity Bill,Agricultural Bill,Reliance Energy,101.66,9.74,6.83,832,Wallet Balance,Successful,Web,Urban
Insurance Premium,Health Insurance,Max Life,3871.56,29.75,62.09,942,Bank Transfer,Successful,Android,Urban
Loan Repayment,Education Loan EMI,HDFC Bank,8571.31,32.88,27.77,11,UPI,Successful,Android,Suburban
Education Fee,Digital Marketing Certification,BYJU'S,5782.14,12.79,70.65,543,UPI,Successful,iOS,Urban
Food Delivery,Butter Chicken,Swiggy,1227.28,31.06,75.87,298,Bank Transfer,Successful,iOS,Urban
Loan Repayment,Education Loan EMI,SBI,7622.75,38.5,24.55,431,Credit Card,Successful,iOS,Urban
Education Fee,MBA Entrance Prep,BYJU'S,1221.06,20.47,82.94,634,Bank Transfer,Failed,iOS,Urban
Electricity Bill,Residential Bill,Reliance Energy,2635.27,28.88,99.26,767,Credit Card,Successful,iOS,Urban
Hotel Booking,Suite,Fab Hotels,4142.03,25.25,52.45,340,UPI,Successful,Android,Rural
Electricity Bill,Temporary Connection Bill,Reliance Energy,957.98,23.5,64.25,594,Credit Card,Successful,Android,Urban
Movie Ticket,Dangal,SPI Cinemas,6204.89,48.12,95.64,701,Credit Card,Successful,Android,Urban
Streaming Service,Standard Plan,Hotstar,3162.98,6.62,43.96,142,Wallet Balance,Successful,Web,Urban
Water Bill,Residential Connection,Chennai Metro Water,6875.21,19.59,81.12,353,Debit Card,Successful,Android,Rural
Loan Repayment,Home Loan EMI,Axis Bank,8646.77,42.95,73.07,539,Wallet Balance,Successful,Android,Urban
Loan Repayment,Car Loan Installment,Bajaj Finserv,2958.7,48.84,48.7,172,UPI,Successful,Android,Urban
Online Shopping,Smart LED TV,Amazon,2549.25,32.17,75.76,741,Credit Card,Successful,iOS,Urban
Rent Payment,PG Accommodation,Nestaway,6015.61,0.68,11.1,132,UPI,Successful,Android,Urban
Internet Bill,Fiber 100Mbps Plan,Jio Fiber,9361.51,10.72,50.53,39,Credit Card,Successful,Android,Urban
Grocery Shopping,Whole Wheat Atta,Nature's Basket,8190.88,5.24,71.7,297,UPI,Successful,iOS,Suburban
Electricity Bill,Industrial Bill,Tata Power,5242.27,13.22,24.3,571,Wallet Balance,Successful,Android,Suburban
Water Bill,Commercial Property,Bangalore Water Supply,4777.0,17.7,32.18,251,Bank Transfer,Successful,Android,Urban
Flight Booking,Bangalore to Kolkata,Yatra,4625.36,35.42,91.54,249,Credit Card,Successful,Android,Urban
Internet Bill,Broadband 50Mbps Plan,Jio Fiber,3546.18,49.7,17.05,512,Wallet Balance,Successful,Android,Urban
Mobile Recharge,Annual Plan 2999,BSNL,2906.06,46.78,7.37,937,Debit Card,Successful,Android,Suburban
Online Shopping,Smart LED TV,Myntra,2337.25,2.64,87.03,131,UPI,Pending,iOS,Urban
Grocery Shopping,Refined Sunflower Oil,Nature's Basket,1057.66,35.39,79.74,770,Credit Card,Successful,Android,Urban
Gas Bill,Commercial Gas Connection,Indraprastha Gas,2423.96,42.22,57.83,79,Credit Card,Successful,Android,Rural
Mobile Recharge,Prepaid Plan 399,Idea,8846.85,28.3,72.0,394,Debit Card,Successful,Android,Urban
Gift Card,Rs. 2000 Gift Voucher,Shoppers Stop,1393.15,17.18,25.55,125,Bank Transfer,Successful,iOS,Urban
Mobile Recharge,Prepaid Plan 399,Idea,4275.27,31.21,77.86,385,Debit Card,Successful,Android,Urban
Food Delivery,Butter Chicken,Swiggy,1193.02,31.58,64.83,24,Credit Card,Successful,Android,Urban
Hotel Booking,Dormitory Bed,Fab Hotels,236.43,42.98,50.34,434,Credit Card,Successful,Android,Suburban
Food Delivery,Butter Chicken,Foodpanda,5310.74,3.2,84.52,509,Credit Card,Successful,Web,Urban
Mobile Recharge,Data Pack 50GB,Idea,8026.0,39.78,78.62,393,Bank Transfer,Successful,Android,Urban
Online Shopping,Smart LED TV,Snapdeal,9032.14,39.67,66.42,741,Debit Card,Successful,iOS,Suburban
Internet Bill,Fiber 100Mbps Plan,Airtel Broadband,7641.92,23.49,88.1,837,UPI,Successful,Android,Urban
Streaming Service,Premium Plan,ZEE5,5414.56,14.04,63.95,840,Wallet Balance,Successful,Android,Urban
Gaming Credits,Legendary Weapon,Minecraft,6399.01,18.2,89.77,651,Wallet Balance,Successful,Android,Urban
Gaming Credits,Premium Skin,Minecraft,6314.28,36.48,6.59,862,Credit Card,Successful,iOS,Urban
Grocery Shopping,Refined Sunflower Oil,Amazon Pantry,7529.19,13.34,47.9,690,Bank Transfer,Successful,Android,Rural
Gas Bill,Auto LPG,Adani Gas,7030.37,35.67,46.92,834,Bank Transfer,Successful,iOS,Urban
Rent Payment,2BHK Flat Deposit,Airbnb,2703.78,14.09,55.33,854,Debit Card,Successful,Android,Urban
Online Shopping,Steel Toe Shoes,Amazon,9577.46,13.21,17.61,348,Bank Transfer,Successful,iOS,Urban
Internet Bill,Business Internet Plan,BSNL Broadband,1404.73,12.96,55.56,967,Bank Transfer,Successful,Android,Urban
Streaming Service,Basic Plan,Netflix,4862.75,26.72,2.19,798,Debit Card,Failed,Android,Suburban
Internet Bill,Fiber 100Mbps Plan,Hathway,7246.6,36.91,53.97,160,UPI,Successful,iOS,Urban
Electricity Bill,Industrial Bill,CESC,565.51,46.77,34.59,169,UPI,Successful,iOS,Urban
Online Shopping,Wireless Earbuds,Snapdeal,1600.0,4.3,73.49,557,Debit Card,Successful,iOS,Urban
Flight Booking,Bangalore to Kolkata,Yatra,6452.03,33.72,53.16,97,Wallet Balance,Successful,Android,Urban
Mobile Recharge,Postpaid Plan 599,Jio,7335.27,1.01,13.21,79,Wallet Balance,Successful,Android,Urban
